contractor_id,contractor_type_id,contractor_version,contractor_bus_name,contractor_number,dmerc_rgn,address1,address2,address3,city,state_id,zipcode,phone,fax,status,last_updated,url,email,ignore,status_flag,cmd_name,cmd_title,contractor_subtype_id
379,13,1,Palmetto GBA,11302,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2019-03-26 13:28:36.590000,www.palmettogba.com,,,Y,Miguel Brito,"MD, FCAP, FASCP",2
380,13,1,Palmetto GBA,11402,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2019-03-26 13:29:19.040000,www.palmettogba.com,,,Y,Miguel Brito,"MD, FCAP, FASCP",2
381,13,1,Palmetto GBA,11502,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2019-03-26 13:30:08.760000,www.palmettogba.com,,,Y,Miguel Brito,"MD, FCAP, FASCP",2
388,10,1,"CGS Administrators, LLC",17013,2,26 Century Blvd,Ste ST610,,Nashville,50,37214-3685,8665906727,,A,2023-04-03 21:16:47.217000,www.cgsmedicare.com/jb,,,Y,Sunil V. Lalla,"MD, FACS, CPC",4
389,10,1,"Noridian Healthcare Solutions, LLC",16013,1,PO Box 6727,900 42nd Street South,,Fargo,35,58108-6727,8664199458,,A,2021-07-28 17:45:28.340000,https://med.noridianmedicare.com/web/jadme,,,Y,Smitha M. Ballyamanda,"MD, CAQSM",4
391,12,1,Palmetto GBA,10111,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2020-02-20 17:10:27.093000,www.palmettogba.com,,,Y,Jason Stroud,MD,1
392,12,1,Palmetto GBA,10211,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2020-02-20 17:11:04.067000,www.palmettogba.com,,,Y,Jason Stroud,MD,1
393,12,1,Palmetto GBA,10311,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2020-02-20 17:11:30.040000,www.palmettogba.com,,,Y,Jason Stroud,MD,1
394,12,1,Palmetto GBA,10112,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2022-01-06 18:27:55.663000,www.palmettogba.com,,,Y,Lisa Banker,"MD, CPE, FACP, CCS, CCDS",2
395,12,1,Palmetto GBA,10212,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2022-01-06 18:28:28.337000,www.palmettogba.com,,,Y,Lisa Banker,"MD, CPE, FACP, CCS, CCDS",2
396,12,1,Palmetto GBA,10312,6,"Attn: Medical Affairs, AG -275",P.O. Box 100305,,Columbia,48,29202-3305,8775677271,,A,2022-01-06 18:29:03.537000,www.palmettogba.com,,,Y,Lisa Banker,"MD, CPE, FACP, CCS, CCDS",2
500,8,1,Wellpoint Federal,06101,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.490000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,1
501,8,1,Wellpoint Federal,06201,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.547000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,1
502,8,1,Wellpoint Federal,06301,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.600000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,1
503,11,1,Wellpoint Federal,06004,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.660000,www.ngsmedicare.com,,,Y,"Carolyn Cunningham, M.D.",J6 Contract Medical Director,3
504,9,1,Wellpoint Federal,06102,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.707000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,2
505,9,1,Wellpoint Federal,06202,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.760000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,2
506,9,1,Wellpoint Federal,06302,12,P.O. Box 7108,,,Indianapolis,20,46207-7108,8662347340,,A,2026-07-02 19:33:02.813000,www.ngsmedicare.com,,,Y,"Marc Duerden, MD",J6 Contract Medical Director,2
507,13,1,Wellpoint Federal,13101,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:02.893000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Medical Director,1
508,13,1,Wellpoint Federal,13201,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:02.940000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Medical Director,1
509,13,1,Wellpoint Federal,13102,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:02.983000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
510,13,1,Wellpoint Federal,13202,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.040000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Medical Director,2
511,13,1,Wellpoint Federal,13282,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.087000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Medical Director,2
512,13,1,Wellpoint Federal,13292,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.137000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Medical Director,2
513,13,1,Wellpoint Federal,14411,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.187000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
514,13,1,Wellpoint Federal,14211,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.237000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
515,13,1,Wellpoint Federal,14311,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.297000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
516,13,1,Wellpoint Federal,14511,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.340000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
517,13,1,Wellpoint Federal,14111,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.413000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
518,13,1,Wellpoint Federal,14014,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.467000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,3
519,13,1,Wellpoint Federal,14112,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.520000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
520,13,1,Wellpoint Federal,14212,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.570000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
521,13,1,Wellpoint Federal,14312,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.620000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
522,13,1,Wellpoint Federal,14512,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.667000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
523,13,1,Wellpoint Federal,14412,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-07-02 19:33:03.710000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
